Date,Name,Purchase Order,Item,Quantity,Quantity Fulfilled/Received,Destination,Vendor Ship Date,Expected Receipt Date,Amount,Confirmed,Blanket PO
9/17/2021,VL (HK) LIMITED,PO17333,5060,20000,0,BPUT1,1/14/2022,3/15/2022,124400,No,No
9/17/2021,VL (HK) LIMITED,PO17334,5069,25000,0,BPUT1,11/2/2021,1/1/2022,293000,No,No
9/17/2021,VL (HK) LIMITED,PO17335,5324,10000,0,BPUT1,11/2/2021,1/1/2022,119700,No,No
9/17/2021,VL (HK) LIMITED,PO17336,5324,10000,0,BPUT1,12/3/2021,2/1/2022,119700,No,No
9/17/2021,VL (HK) LIMITED,PO17337,5326,3000,0,BPUT1,11/2/2021,1/1/2022,34980,No,No
9/17/2021,VL (HK) LIMITED,PO17338,5326,4500,0,BPUT1,1/14/2022,3/15/2022,52470,No,No
9/17/2021,VL (HK) LIMITED,PO17340,5394,1000,0,BPUT1,10/30/2021,12/29/2021,10920,No,No
9/17/2021,"Quanzhou Leadwin Bags Co., LTD",PO17346,5557,2856,0,BPUT1,12/20/2021,2/18/2022,25675.44,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 80203,200,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 80236,180,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 80405,50,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 80505,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 80511,28,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 90065,380,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 90083,100,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 90084,100,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 90091,500,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 90095,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 90279,128,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 90408,20,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 90899,80,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 90907,40,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 91006,20,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 91007,40,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 91060,20,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 91531,10,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 91533,75,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 91546,60,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 91706,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 91801,10,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 91806,100,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 91807,100,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 91808,20,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 91838,100,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 91839,100,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 92206,60,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 92408,40,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 92602,20,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 93340,118,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 93401,100,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 93403,100,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 93404,100,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 93406,100,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 93408,24,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 93415,20,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 93498,100,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 93503,50,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 93504,50,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 93506,100,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94201,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94202,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94203,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94204,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94205,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94209,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94210,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94211,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94212,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94226,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94227,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94228,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94235,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94236,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94501,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94502,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94503,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94504,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94505,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94506,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94507,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94508,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94509,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94510,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94511,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94512,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94513,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94514,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94515,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94516,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94517,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94518,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94520,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94521,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94523,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94524,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94525,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94526,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94527,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94535,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94536,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94537,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94538,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94539,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94540,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94541,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94542,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94543,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94544,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94545,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94546,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94547,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94548,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94552,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94553,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94554,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94556,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94558,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94559,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94560,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94561,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94562,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94563,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94567,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94568,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94569,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94570,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94580,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94590,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94592,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94606,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Shining Era Enterprise Limited,PO17359,RP 94631,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94101,10,0,BPUT1,10/25/2021,12/24/2021,95.5,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94102,30,0,BPUT1,10/25/2021,12/24/2021,105.6,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94103,30,0,BPUT1,10/25/2021,12/24/2021,47.1,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94105,30,0,BPUT1,10/25/2021,12/24/2021,3,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94106,30,0,BPUT1,10/25/2021,12/24/2021,314.4,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94107,30,0,BPUT1,10/25/2021,12/24/2021,55.5,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94108,30,0,BPUT1,10/25/2021,12/24/2021,685.8,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94109,30,0,BPUT1,10/25/2021,12/24/2021,55.5,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94110,30,0,BPUT1,10/25/2021,12/24/2021,19.5,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94111,30,0,BPUT1,10/25/2021,12/24/2021,86.1,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94113,30,0,BPUT1,10/25/2021,12/24/2021,194.4,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94114,30,0,BPUT1,10/25/2021,12/24/2021,30,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94115,30,0,BPUT1,10/25/2021,12/24/2021,5.7,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94117,30,0,BPUT1,10/25/2021,12/24/2021,10.5,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94119,30,0,BPUT1,10/25/2021,12/24/2021,19.8,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94120,30,0,BPUT1,10/25/2021,12/24/2021,154.8,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94121,30,0,BPUT1,10/25/2021,12/24/2021,20.7,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94123,30,0,BPUT1,10/25/2021,12/24/2021,280.2,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94124,30,0,BPUT1,10/25/2021,12/24/2021,13.2,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94126,30,0,BPUT1,10/25/2021,12/24/2021,208.8,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94127,30,0,BPUT1,10/25/2021,12/24/2021,14.4,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94128,30,0,BPUT1,10/25/2021,12/24/2021,188.1,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94129,30,0,BPUT1,10/25/2021,12/24/2021,222.3,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94135,30,0,BPUT1,10/25/2021,12/24/2021,8.4,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94138,30,0,BPUT1,10/25/2021,12/24/2021,218.1,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94141,30,0,BPUT1,10/25/2021,12/24/2021,6.9,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94142,30,0,BPUT1,10/25/2021,12/24/2021,16.2,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94143,30,0,BPUT1,10/25/2021,12/24/2021,15.6,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94144,30,0,BPUT1,10/25/2021,12/24/2021,24,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94145,30,0,BPUT1,10/25/2021,12/24/2021,32.4,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94146,30,0,BPUT1,10/25/2021,12/24/2021,140.7,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94147,30,0,BPUT1,10/25/2021,12/24/2021,207.6,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94148,30,0,BPUT1,10/25/2021,12/24/2021,153.9,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94149,30,0,BPUT1,10/25/2021,12/24/2021,123.6,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94150,30,0,BPUT1,10/25/2021,12/24/2021,75.3,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94151,30,0,BPUT1,10/25/2021,12/24/2021,177,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94152,30,0,BPUT1,10/25/2021,12/24/2021,177,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94153,30,0,BPUT1,10/25/2021,12/24/2021,36,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94154,30,0,BPUT1,10/25/2021,12/24/2021,36.3,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94185,30,0,BPUT1,10/25/2021,12/24/2021,32.1,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94186,30,0,BPUT1,10/25/2021,12/24/2021,6,Yes,No
9/17/2021,Guangdong Vanward Electric Appliance Co,PO17360,RP 94187,30,0,BPUT1,10/25/2021,12/24/2021,5.7,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 91622,60,0,BPUT1,11/25/2021,1/24/2022,124.8,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 91647,200,0,BPUT1,11/25/2021,1/24/2022,6,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 92305,10,0,BPUT1,11/25/2021,1/24/2022,0,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 92366,10,0,BPUT1,11/25/2021,1/24/2022,0,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 92801,10,0,BPUT1,11/25/2021,1/24/2022,9780,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 92802,30,0,BPUT1,11/25/2021,1/24/2022,690,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 92803,30,0,BPUT1,11/25/2021,1/24/2022,690,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 92804,30,0,BPUT1,11/25/2021,1/24/2022,690,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 92805,30,0,BPUT1,11/25/2021,1/24/2022,1050,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 92806,30,0,BPUT1,11/25/2021,1/24/2022,5190,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 92807,30,0,BPUT1,11/25/2021,1/24/2022,1050,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 92808,30,0,BPUT1,11/25/2021,1/24/2022,5190,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 92813,30,0,BPUT1,11/25/2021,1/24/2022,540,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 92865,80,0,BPUT1,11/25/2021,1/24/2022,0,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 92880,30,0,BPUT1,11/25/2021,1/24/2022,360,Yes,No
9/17/2021,"Guangdong Canbo Electrical Co., LTD",PO17361,RP 92998,30,0,BPUT1,11/25/2021,1/24/2022,0,Yes,No
9/20/2021,Guangdong Vanward Electric Appliance Co,PO17460,RP 94153,50,0,BPUT1,10/25/2021,12/24/2021,60,Yes,No
9/20/2021,Guangdong Vanward Electric Appliance Co,PO17460,RP 94106,10,0,BPUT1,10/25/2021,12/24/2021,104.8,Yes,No
9/20/2021,Guangdong Vanward Electric Appliance Co,PO17460,RP 94113,10,0,BPUT1,10/25/2021,12/24/2021,64.8,Yes,No
9/20/2021,Guangdong Vanward Electric Appliance Co,PO17460,RP 93608,50,0,BPUT1,10/25/2021,12/24/2021,0,Yes,No
9/20/2021,Guangdong Vanward Electric Appliance Co,PO17460,RP 93608,50,0,BPUT1,10/25/2021,12/24/2021,0,Yes,No
9/20/2021,Guangdong Vanward Electric Appliance Co,PO17460,RP 93605,20,0,BPUT1,10/25/2021,12/24/2021,0,Yes,No
9/20/2021,Guangdong Vanward Electric Appliance Co,PO17460,RP 93606,10,0,BPUT1,10/25/2021,12/24/2021,0,Yes,No
9/20/2021,Guangdong Vanward Electric Appliance Co,PO17460,RP 93640,10,0,BPUT1,10/25/2021,12/24/2021,0,Yes,No
9/20/2021,Guangdong Vanward Electric Appliance Co,PO17460,RP 93639,10,0,BPUT1,10/25/2021,12/24/2021,0,Yes,No
9/20/2021,Guangdong Vanward Electric Appliance Co,PO17460,RP 93630,50,0,BPUT1,10/25/2021,12/24/2021,0,Yes,No
9/20/2021,Guangdong Vanward Electric Appliance Co,PO17460,RP 94185,20,0,BPUT1,10/25/2021,12/24/2021,21.4,Yes,No
9/20/2021,Guangdong Vanward Electric Appliance Co,PO17460,RP 94108,50,0,BPUT1,10/25/2021,12/24/2021,1143,Yes,No
9/20/2021,Guangdong Vanward Electric Appliance Co,PO17460,RP 93604,12,0,BPUT1,10/25/2021,12/24/2021,0,Yes,No
9/20/2021,Guangdong Vanward Electric Appliance Co,PO17460,RP 93613,10,0,BPUT1,10/25/2021,12/24/2021,0,Yes,No
9/20/2021,Brooks Bottling Co. LLC,PO17462,4201,1584,0,BPUT1,10/26/2021,10/30/2021,4308.48,Yes,No
9/20/2021,Brooks Bottling Co. LLC,PO17463,4202,420,0,BPUT1,10/26/2021,10/30/2021,1041.6,Yes,No
9/24/2021,VL (HK) LIMITED,PO17950,5330,62000,0,BPUT1,10/30/2021,12/29/2021,68200,No,No
9/28/2021,Ningbo Yishun Tourist & Leisure Products Co LTD,PO18533,5484,5499,0,BPUT1,11/30/2021,1/29/2022,54440.1,Yes,No
9/29/2021,VL (HK) LIMITED,PO18802,5328,3000,0,BPUT1,10/30/2021,12/29/2021,10680,No,No
9/29/2021,VL (HK) LIMITED,PO18803,5402,3000,0,BPUT1,10/30/2021,12/29/2021,28200,No,No
9/29/2021,VL (HK) LIMITED,PO18804,5406,3000,0,BPUT1,10/30/2021,12/29/2021,8310,No,No
9/29/2021,VL (HK) LIMITED,PO18805,5407,3000,0,BPUT1,10/30/2021,12/29/2021,44880,No,No
9/29/2021,VL (HK) LIMITED,PO18806,8204,3000,0,BPUT1,10/30/2021,12/29/2021,21540,No,No
9/29/2021,VL (HK) LIMITED,PO18807,8205,3000,0,BPUT1,10/30/2021,12/29/2021,15750,No,No
10/1/2021,"Guangdong Canbo Electrical Co., LTD",PO18925,RP 93009,30,0,BPUT1,12/15/2021,2/13/2022,0,Yes,No
10/1/2021,"Guangdong Canbo Electrical Co., LTD",PO18925,RP 93011,30,0,BPUT1,12/15/2021,2/13/2022,0,Yes,No
10/1/2021,"Guangdong Canbo Electrical Co., LTD",PO18925,RP 93014,30,0,BPUT1,12/15/2021,2/13/2022,0,Yes,No
10/1/2021,"Guangdong Canbo Electrical Co., LTD",PO18925,RP 93017,30,0,BPUT1,12/15/2021,2/13/2022,0,Yes,No
10/1/2021,"Guangdong Canbo Electrical Co., LTD",PO18925,RP 93018,30,0,BPUT1,12/15/2021,2/13/2022,0,Yes,No
10/1/2021,"Guangdong Canbo Electrical Co., LTD",PO18925,RP 93020,30,0,BPUT1,12/15/2021,2/13/2022,0,Yes,No
10/1/2021,"Guangdong Canbo Electrical Co., LTD",PO18925,RP 93021,30,0,BPUT1,12/15/2021,2/13/2022,0,Yes,No
