Name,Display Name,SubType,Class,Program Year,Item Status,On Hand,Product Group,Description,Base Price,Purchase Price,Last Purchase Price,Tax Schedule,SPS Item Synch,Brand,ITEM NAME,UPC,GTIN,Master Carton UPC,Cost,MSRP,MAP,HTS Code,Duty %,Min Order Quantity,Class - Custom,Product Origin,Item Length (IN),Item Height (IN),Item Depth (IN),Item Weight (Lbs),PKG Length (IN),PKG Height (IN),PKG Depth (IN),PKG WEIGHT LBS,Item Volume - Cubic Inches,ASSEMBLY TIME/# OF PEOPLE,PRODUCT WARRANTY,Master Pack Quantity,MASTER PACK DIMENSION,Master Pack Weight (in kgs),Master Pack Weight (in lbs),MASTER PACK WEIGHT,MASTER CARTON CUBIC FEET,CASES PER PALLET,UNITS PER PALLET,LAYERS PER PALLET,UNITS PER LAYER,QTY PER 40'HQ CONTAINER,FULL PALLET DIMS,FULL PALLET WEIGHT (LBS),COOKING SURFACE (SQ.IN),INDIV. PKGD,LONG PRODUCT DESCRIPTION,COMPLETE FEATURES,POWER SOURCE,Item Length (CM),Item Height (CM),Item Depth (CM),Item Weight (KG),PKG Length (CM),PKG WEIGHT KG,Item Volume - Cubic Meters,GAUGE OF STEEL,MAX. WEIGHT CAPACITY,ASSEMBLY REQUIRED?,BATTERIES REQUIRED?,BATTERIES INCLUDED?,TYPE OF BATTERIES,TYPE OF BATTERIES II,# OF BATTERIES,# OF BATTERIES II,QTY PER 53' TRUCK,COLOR,CSA APPROVED,ROMANCE COPY,PRODUCT DESCRIPTION,MODEL #,Master Pack Weight (in kgs) (2),Master Pack Weight(in lbs),Vendor,Factory,Available,Purchase Description,Description,Code of Supply
3009-3XL,3009 Grey Button Up Shirt 3XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Grey Button Up Shirt 3XL,59.99,,25.5,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grey Button Up Shirt 3XL,Grey Button Up Shirt 3XL,
3009-L,3009 Grey Button Up Shirt Large,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Grey Button Up Shirt Large,59.99,35.7,,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grey Button Up Shirt Large,Grey Button Up Shirt Large,
3009-M,3009 Grey Button Up Shirt Medium,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Grey Button Up Shirt Medium,59.99,35.7,35.7,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grey Button Up Shirt Medium,Grey Button Up Shirt Medium,
3009-XL,3009 Grey Button Up Shirt XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Grey Button Up Shirt XL,59.99,35.7,35.7,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grey Button Up Shirt XL,Grey Button Up Shirt XL,
3010,3010 BLACKSTONE APRON,,2 - Non-Griddle : 2.3 - Griddle Accessories,2019,Obsolete,,Swag,3010 BLACKSTONE APRON,15.99,3.49,,Taxable,No,,,7.17604E+11,7.17604E+11,,,,,6211.43.1091,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,52887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WebstaurantStore,,,3010 BLACKSTONE APRON,3010 BLACKSTONE APRON,
3011-2XL,3011 Grey Silk Polo 2XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Grey Silk Polo 2XL,34.99,16.2,,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grey Silk Polo 2XL,Grey Silk Polo 2XL,
3011-3XL,3011 Grey Silk Polo 3XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Grey Silk Polo 3XL,34.99,,16.2,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grey Silk Polo 3XL,Grey Silk Polo 3XL,
3011-L,3011 Grey Silk Polo Large,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Grey Silk Polo Large,34.99,16.2,16.2,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grey Silk Polo Large,Grey Silk Polo Large,
3011-M,3011 Grey Silk Polo Medium,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Grey Silk Polo Medium,34.99,16.2,16.2,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grey Silk Polo Medium,Grey Silk Polo Medium,
3011-XL,3011 Grey Silk Polo XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Grey Silk Polo XL,34.99,16.2,16.2,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grey Silk Polo XL,Grey Silk Polo XL,
3012,3012 Circle Flame Beanie,,4 - Apparel : 4.1 - Hats/Beanies,2019,Active,,Swag,Circle Flame Beanie ,14.99,3,,Taxable,No,,,,,,,14.99,,Domestic,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Circle Flame Beanie,Circle Flame Beanie ,
3013-2XL,3013 Long Sleeve Shirt 2XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Long Sleeve Shirt 2XL,29.99,10,10,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013 Long Sleeve Shirt 2XL,Long Sleeve Shirt 2XL,
3013-3XL,3013 Long Sleeve Shirt 3XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Long Sleeve Shirt 3XL,29.99,,,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013 Long Sleeve Shirt 3XL,Long Sleeve Shirt 3XL,
3013-L,3013 Long Sleeve Shirt Large,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Long Sleeve Shirt Large ,29.99,10,10,Taxable,No,,,,,,,,,,0.00%,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013 Long Sleeve Shirt Large,Long Sleeve Shirt Large ,
3013-XL,3013 Long Sleeve Shirt XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Long Sleeve Shirt XL,29.99,10,,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013 Long Sleeve Shirt XL,Long Sleeve Shirt XL,
3014,3014 classic Blackstone beanie,,4 - Apparel : 4.1 - Hats/Beanies,2019,Active,,Swag,3014 classic Blackstone beanie,14.99,,,Taxable,No,,,,,,,14.99,,Domestic,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3014 classic Blackstone beanie,3014 classic Blackstone beanie,
3015,3015 BLACKSTONE ORANGE COOKING MITT,,2 - Non-Griddle : 2.3 - Griddle Accessories,2019,Obsolete,,Accessory - GRD,3015 BLACKSTONE ORANGE COOKING MITT,12.99,5.9,5.9,Taxable,No,Blackstone,,7.17604E+11,,,,12.99,,6304.93.0000,9.30%,,,,,,,,14,2,7.5,1,,,,48,26.50L x 15.50W x 11.50H (inches); 67.31L x 39.37W x 29.21H (cm),7.7,17,17.00 lb; 7.70 kg,,20,960,5,192,18888,,,,,,,,,,,,35.56,0.45,,,,,,,,,,,23040,,,,,3015,,,"Pipeline Sourcing Group, LLC",,,3015 BLACKSTONE ORANGE COOKING MITT,3015 BLACKSTONE ORANGE COOKING MITT,
3016,3016 BLACKSTONE ORANGE APRON,,SLOBS : 2 - NonGriddle,2019,Active,,Swag,3016 BLACKSTONE ORANGE APRON (1LB),15.99,5.55,5.55,Taxable,No,Blackstone,,7.17604E+11,7.17604E+11,,,15.99,,6211.43.1091,16.00%,,,,,,,,10,1,7.5,1,,,,48,19.00L x 15.50W x 14.50H (inches); 48.26L x 39.37W x 36.83 (cm),15.88,35,35.00 lb; 15.88 kg,,24,1152,4,288,52887,,,,,,,,,,,,25.4,0.45,,,,,,,,,,,27648,,,,,3016,,,"Pipeline Sourcing Group, LLC",,,3016 BLACKSTONE ORANGE APRON,3016 BLACKSTONE ORANGE APRON (1LB),
3017,3017 BLACKSTONE GRAY HEATHER APRON,,2 - Non-Griddle : 2.3 - Griddle Accessories,2019,Obsolete,,Swag,3017 BLACKSTONE GRAY HEATHER APRON,15.99,3.35,,Taxable,No,,,7.17604E+11,7.17604E+11,,,15.99,,6211.43.1091,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,52887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pipeline Sourcing Group, LLC",,,3017 BLACKSTONE GRAY HEATHER APRON,3017 BLACKSTONE GRAY HEATHER APRON,
3018,3018 BLACKSTONE BLUE JEAN APRON,,SLOBS : 2 - NonGriddle,2019,Active,,Swag,3018 BLACKSTONE BLUE JEAN APRON (1LB),15.99,5.55,5.55,Taxable,No,Blackstone,,7.17604E+11,7.17604E+11,,,15.99,,6211.43.1091,16.00%,,,,,,,,10,1,7.5,1,,,,48,19.00L x 15.50W x 14.50H (inches); 48.26L x 39.37W x 36.83 (cm),15.88,35,35.00 lb; 15.88 kg,,24,1152,4,288,52887,,,,,,,,,,,,25.4,0.45,,,,,,,,,,,27648,,,,,3018,,,"Pipeline Sourcing Group, LLC",,,3018 BLACKSTONE BLUE JEAN APRON,3018 BLACKSTONE BLUE JEAN APRON (1LB),
3019,3019 BLACKSTONE ORANGE SILICONE GLOVES,,2 - Non-Griddle : 2.3 - Griddle Accessories,2019,Discontinued,,Accessory - GRD,3019 BLACKSTONE ORANGE SILICONE GLOVES (1LB),19.99,4.05,4.01,Taxable,No,Blackstone,,7.17604E+11,,1.07176E+13,,19.99,,3924.90.5650,3.40%,,,,8.27,15.35,1,0.33,,,,,,,,3,,0.45,1,21.00 lb; 9.53 kg,,210,630,15,42,16726,,,,,,,,21,39,2.5,0.15,,,,,,,,,,,,,15120,,,,,3019,,,"Pipeline Sourcing Group, LLC",,,3019 BLACKSTONE ORANGE SILICONE GLOVES,3019 BLACKSTONE ORANGE SILICONE GLOVES (1LB),
3020-2XL,3020 Blue Silk Polo 2XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Blue Silk Polo 2XL,34.99,16.2,,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Silk Polo 2XL,Blue Silk Polo 2XL,
3020-3XL,3020 Blue Silk Polo 3XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Blue Silk Polo  3XL,34.99,,16.2,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Silk Polo 3XL,Blue Silk Polo  3XL,
3020-L,3020 Blue Silk Polo Large,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Blue Silk Polo Large,,,16.2,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Silk Polo Large,Blue Silk Polo Large,
3020-M,3020 Blue Silk Polo Medium,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Blue Silk Polo Medium,34.99,16.2,16.2,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Silk Polo Medium,Blue Silk Polo Medium,
3020-XL,3020 Blue Silk Polo XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Blue Silk Polo XL,34.99,16.2,16.2,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Silk Polo XL,Blue Silk Polo XL,
3021-2XL,3021 Burgundy Silk Polo 2XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Burgundy Silk Polo 2XL,34.99,16.2,,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burgundy Silk Polo 2XL,Burgundy Silk Polo 2XL,
3021-3XL,3021 Burgundy Silk Polo 3XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Burgundy Silk Polo 3XL,34.99,,16.2,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burgundy Silk Polo 3XL,Burgundy Silk Polo 3XL,
3021-L,3021 Burgundy Silk Polo Large,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Burgundy Silk Polo Large,34.99,16.2,17.2,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burgundy Silk Polo Large,Burgundy Silk Polo Large,
3021-M,3021 Burgundy Silk Polo Medium,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Burgundy Silk Polo Medium ,34.99,16.2,17.2,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burgundy Silk Polo Medium,Burgundy Silk Polo Medium ,
3021-XL,3021 Burgundy Silk Polo XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Burgundy Silk Polo XL,34.99,16.2,19.2,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burgundy Silk Polo XL,Burgundy Silk Polo XL,
3022-2XL,3022 Griddle More Shirt 2XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Griddle More Shirt 2XL,26.99,7.08,7.08,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Griddle More Shirt 2XL,Griddle More Shirt 2XL,
3022-3XL,3022 Griddle More Shirt 3XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Griddle More Shirt 3XL,26.99,0,1.08,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Griddle More Shirt 3XL,Griddle More Shirt 3XL,
3022-L,3022 Griddle More Shirt Large,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Griddle More Shirt Large ,24.99,7.08,7.08,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3022 Griddle More Shirt Large,Griddle More Shirt Large ,
3022-XL,3022 Griddle More Shirt XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Griddle More Shirt XL,26.99,7.08,4.044,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Griddle More Shirt XL,Griddle More Shirt XL,
3023,3023 Black/White Mesh,,4 - Apparel : 4.1 - Hats/Beanies,2019,Active,,Swag,Black/White Mesh ,14.99,6.58,6.58,Taxable,No,,,,,,,14.99,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3023 Black/White Mesh,Black/White Mesh ,
3024,3024 Black/Black Mesh,,4 - Apparel : 4.1 - Hats/Beanies,2019,Active,,Swag,Black/Black Mesh ,14.99,6.58,4.35,Taxable,No,,,,,,,14.99,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black/Black Mesh,Black/Black Mesh ,
3025,3025 Black/Stealth,,4 - Apparel : 4.1 - Hats/Beanies,2019,Active,,Swag,Black/Stealth ,22.99,,9.24,Taxable,No,,,,,,,22.99,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black/Stealth,Black/Stealth ,
3026,3026 Retro Patch 7 Panel Hat- CAMO,,4 - Apparel : 4.1 - Hats/Beanies,2019,Active,,Swag,"Retro Patch 7 Panel Hat- CAMO	",29.99,,12.05,Taxable,No,,,,,,,29.99,,Domestic,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3026 Retro Patch 7 Panel Hat- CAMO,"Retro Patch 7 Panel Hat- CAMO	",
3027,3027 RETRO PATCH 7 PANEL HAT-CHARCOAL,,4 - Apparel : 4.1 - Hats/Beanies,2019,Active,144,Swag,RETRO PATCH 7 PANEL HAT-CHARCOAL,29.99,11.92,11.92,Taxable,No,,,,,,,29.99,,Domestic,0.00%,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Image Matters,Image Matters,144,3027 RETRO PATCH 7 PANEL HAT-CHARCOAL,RETRO PATCH 7 PANEL HAT-CHARCOAL,
3028-2XL,3028 Blue Button Up Shirt 2XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Blue Button Up Shirt 2XL,59.99,35.7,35.7,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Button Up Shirt 2XL,Blue Button Up Shirt 2XL,
3028-3XL,3028 Blue Button Up Shirt 3XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Blue Button Up Shirt 3XL,59.99,,35.7,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Button Up Shirt 3XL,Blue Button Up Shirt 3XL,
3028-L,3028 Blue Button Up Shirt Large,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Blue Button Up Shirt Large,59.99,35.7,,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Button Up Shirt Large,Blue Button Up Shirt Large,
3028-M,3028 Blue Button Up Shirt Medium,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Blue Button Up Shirt Medium,59.99,35.7,35.7,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Button Up Shirt Medium,Blue Button Up Shirt Medium,
3028-XL,3028 Blue Button Up Shirt XL,,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,Blue Button Up Shirt XL,59.99,35.7,35.7,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Button Up Shirt XL,Blue Button Up Shirt XL,
3031,3031 Blackstone Tool Box: empty-not tools included,,2 - Non-Griddle : 2.2 - Cooking Utensils,2019,Obsolete,,Prep/Serve/Store,3018 BLACKSTONE BLUE JEAN APRON,29.99,,,Taxable,No,,,,,,,29.99,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VL (HK) LIMITED,,,3031 Blackstone Tool Box: empty-not tools included,3018 BLACKSTONE BLUE JEAN APRON,
3033,3033 BLACKSTONE TOOL BOX BUNDLE W/ UTENSILS,,SLOBS : 2 - NonGriddle,2019,Discontinued,,Kits - GRD,3033 BLACKSTONE TOOL BOX BUNDLE W/ UTENSILS (9LBS),49.99,10.18,12.75,Taxable,No,Blackstone,,7.17604E+11,7.17604E+11,,,49.99,,8215.99.5000,5.30%,,,,,,,9.0 lbs,,,,,,,,2,,9.07,20,20.0 lbs; 9.07 kg.,,24,48,6,8,,,,,,,,,,,,,,,,,,,,,,,,,1152,,,,,3033,,,VL (HK) LIMITED,,,"Includes:  3031 (1): Blackstone Tool Box: empty-no tools Included,  5046 (1): Griddle Spatula Regular: with plastic handle,  5048 (1): 14 inch Tongs: with plastic inserts,  5049 (1): 14-inch Fork: with plastic handle,  5050 (1): 14-inch Spoon: with plastic handle,  5089 (1): 4 inch scraper with extra long handle,  5112 (1): 14 inch Spoon, Slotted: with plastic handle",3033 BLACKSTONE TOOL BOX BUNDLE W/ UTENSILS (9LBS),
3034  - XXL,"3034 Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size XXL",,4 - Apparel : 4.2 - Shirts/Hoodies,,,22,Swag,"Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size XXL",21.99,7.7,5.7,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,"Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size XXL","Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size XXL",
3034 - L,"3034 Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size L",,4 - Apparel : 4.2 - Shirts/Hoodies,,,1,Swag,"Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size L",19.99,5.7,5.7,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size L","Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size L",
3034 - M,"3034 Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size M",,4 - Apparel : 4.2 - Shirts/Hoodies,,,58,Swag,"Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size M",19.99,5.7,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,"Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size M","Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size M",
3034 - S,"3034 Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size S",,4 - Apparel : 4.2 - Shirts/Hoodies,,,17,Swag,"Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size S",19.99,5.7,2.85,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,"Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size S","Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size S",
3034 - XL,"3034 Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size XL",,4 - Apparel : 4.2 - Shirts/Hoodies,,,,Swag,"Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size XL",19.99,5.7,5.7,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size XL","Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size XL",
3034 - XXXL,"3034 Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size XXXL",,4 - Apparel : 4.2 - Shirts/Hoodies,,,1,Swag,"Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size XXXL",22.99,8.7,5.7,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size XXXL","Shirt - Flattop Frank Seal of Approval, What I Cook On My Griddle, Size XXXL",
3035 - L,"3035 Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size L",,4 - Apparel : 4.2 - Shirts/Hoodies,,,24,Swag,"Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size L",19.99,5.7,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,"Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size L","Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size L",
3035 - M,"3035 Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size M",,4 - Apparel : 4.2 - Shirts/Hoodies,,,62,Swag,"Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size M",19.99,5.7,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,"Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size M","Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size M",
3035 - S,"3035 Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size S",,4 - Apparel : 4.2 - Shirts/Hoodies,,,25,Swag,"Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size S",19.99,5.7,2.85,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,"Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size S","Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size S",
3035 - XL,"3035 Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size XL",,4 - Apparel : 4.2 - Shirts/Hoodies,,,9,Swag,"Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size XL",19.99,5.7,5.7,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size XL","Shirt - Flattop Frank Seal of Approval, My Flattop is Smokin, Size XL",
